8 50 29
          calculated               exact               error             rho_max                  n
         6.936877019                   7       0.06312298128                 5.2                 280
         10.92042939                  11       0.07957061111                 5.2                 280
         14.90763611                  15       0.09236388533                 5.2                 280
         18.91735823                  19       0.08264176611                 5.2                 280
         23.06856276                  23       0.06856275598                 5.2                 280
         27.63998477                  27        0.6399847675                 5.2                 280
         32.88213577                  31         1.882135769                 5.2                 280
         2.957452151                   3       0.04254784885                 5.3                 280
          6.93565795                   7       0.06434205005                 5.3                 280
         10.91885692                  11       0.08114308427                 5.3                 280
         14.90505133                  15       0.09494867133                 5.3                 280
         18.90462143                  19       0.09537857135                 5.3                 280
         22.99933129                  23      0.000668711952                 5.3                 280
         27.42704019                  27        0.4270401931                 5.3                 280
         32.45695132                  31         1.456951323                 5.3                 280
         2.956652644                   3       0.04334735647                 5.4                 280
         6.934438838                   7       0.06556116173                 5.4                 280
         10.91729556                  11       0.08270444449                 5.4                 280
         14.90282923                  15       0.09717076817                 5.4                 280
         18.89629336                  19        0.1037066364                 5.4                 280
         22.95110243                  23        0.0488975671                 5.4                 280
         27.25934639                  27        0.2593463876                 5.4                 280
         32.09433801                  31         1.094338009                 5.4                 280
         2.955853259                   3       0.04414674138                 5.5                 280
         6.933219603                   7       0.06678039717                 5.5                 280
         10.91573893                  11       0.08426107399                 5.5                 280
         14.90079631                  15       0.09920368998                 5.5                 280
         18.89068159                  19         0.109318407                 5.5                 280
         22.91855983                  23       0.08144016604                 5.5                 280
         27.13117619                  27        0.1311761931                 5.5                 280
         31.79036931                  31        0.7903693126                 5.5                 280
         2.955053996                   3       0.04494600363                 5.6                 280
          6.93200021                   7       0.06799979046                 5.6                 280
         10.91418401                  11       0.08581598982                 5.6                 280
         14.89885825                  15         0.101141749                 5.6                 280
         18.88666814                  19        0.1133318624                 5.6                 280
         22.89716713                  23        0.1028328696                 5.6                 280
         27.03640083                  27       0.03640083109                 5.6                 280
         31.54081199                  31        0.5408119858                 5.6                 280
         2.954254857                   3       0.04574514321                 5.7                 280
         6.930780644                   7       0.06921935554                 5.7                 280
         10.91262942                  11       0.08737057576                 5.7                 280
         14.89696576                  15        0.1030342403                 5.7                 280
         18.88355436                  19        0.1164456367                 5.7                 280
         22.88330506                  23        0.1166949403                 5.7                 280
         26.96873853                  27       0.03126147075                 5.7                 280
         31.34093807                  31        0.3409380734                 5.7                 280
          2.95345584                   3       0.04654416007                 5.8                 280
         6.929560902                   7        0.0704390979                 5.8                 280
         10.91107455                  11       0.08892544797                 5.8                 280
         14.89509401                  15         0.104905993                 5.8                 280
         18.88092577                  19         0.119074226                 5.8                 280
         22.87427467                  23        0.1257253343                 5.8                 280
         26.92210582                  27       0.07789417533                 5.8                 280
         31.18540413                  31        0.1854041285                 5.8                 280
         2.952656946                   3       0.04734305416                 5.9                 280
          6.92834098                   7       0.07165901952                 5.9                 280
         10.90951913                  11       0.09048087299                 5.9                 280
         14.89323092                  15        0.1067690799                 5.9                 280
         18.87854805                  19        0.1214519454                 5.9                 280
         22.86819173                  23        0.1318082658                 5.9                 280
         26.89098594                  27        0.1090140645                 5.9                 280
         31.06825658                  31       0.06825657965                 5.9                 280
         2.951858175                   3       0.04814182543                   6                 280
         6.927120879                   7       0.07287912107                   6                 280
         10.90796304                  11       0.09203696277                   6                 280
         14.89137082                  15        0.1086291763                   6                 280
         18.87629458                  19        0.1237054238                   6                 280
         22.86382108                  23        0.1361789218                   6                 280
         26.87071782                  27        0.1292821842                   6                 280
         30.98310437                  31       0.01689562749                   6                 280
         2.951059526                   3       0.04894047383                 6.1                 280
         6.925900597                   7       0.07409940263                 6.1                 280
         10.90640624                  11        0.0935937629                 6.1                 280
         14.88951114                  15        0.1104888646                 6.1                 280
         18.87409973                  19        0.1259002746                 6.1                 280
         22.86039943                  23         0.139600572                 6.1                 280
         26.85763945                  27        0.1423605502                 6.1                 280
         30.92345163                  31       0.07654836982                 6.1                 280
         2.950261001                   3       0.04973899931                 6.2                 280
         6.924680136                   7       0.07531986413                 6.2                 280
         10.90484871                  11       0.09515129132                 6.2                 280
         14.88765072                  15        0.1123492833                 6.2                 280
         18.87193082                  19        0.1280691766                 6.2                 280
         22.85748033                  23        0.1425196737                 6.2                 280
         26.84907362                  27        0.1509263762                 6.2                 280
         30.88312081                  31        0.1168791871                 6.2                 280
         2.949462598                   3       0.05053740181                 6.3                 280
         6.923459495                   7       0.07654050536                 6.3                 280
         10.90329045                  11       0.09670955474                 6.3                 280
         14.88578908                  15        0.1142109193                 6.3                 280
         18.86977219                  19        0.1302278074                 6.3                 280
         22.85481557                  23        0.1451844323                 6.3                 280
         26.84319432                  27        0.1568056792                 6.3                 280
         30.85665431                  31        0.1433456851                 6.3                 280
         2.948664319                   3       0.05133568128                 6.4                 280
         6.922238674                   7       0.07776132613                 6.4                 280
         10.90173144                  11        0.0982685554                 6.4                 280
         14.88392603                  15        0.1160739741                 6.4                 280
         18.86761658                  19        0.1323834241                 6.4                 280
         22.85227351                  23         0.147726489                 6.4                 280
         26.83883504                  27         0.161164963                 6.4                 280
         30.83958771                  31        0.1604122937                 6.4                 280
         2.947866162                   3       0.05213383766                 6.5                 280
         6.921017674                   7       0.07898232621                 6.5                 280
         10.90017171                  11       0.09982829389                 6.5                 280
         14.88206147                  15        0.1179385289                 6.5                 280
         18.86546073                  19        0.1345392729                 6.5                 280
         22.84978733                  23         0.150212667                 6.5                 280
         26.83529461                  27        0.1647053906                 6.5                 280
         30.82854017                  31        0.1714598291                 6.5                 280
         2.947068129                   3       0.05293187091                 6.6                 280
         6.919796495                   7       0.08020350541                 6.6                 280
         10.89861123                  11        0.1013887701                 6.6                 280
         14.88019539                  15        0.1198046148                 6.6                 280
         18.86330324                  19        0.1366967584                 6.6                 280
         22.84732448                  23        0.1526755213                 6.6                 280
         26.83217461                  27        0.1678253872                 6.6                 280
         30.82113633                  31        0.1788636654                 6.6                 280
         2.946270219                   3       0.05372978095                 6.7                 280
         6.918575136                   7        0.0814248635                 6.7                 280
         10.89705002                  11        0.1029499838                 6.7                 280
         14.87832776                  15        0.1216722436                 6.7                 280
         18.86114353                  19        0.1388564689                 6.7                 280
         22.84486969                  23        0.1551303077                 6.7                 280
         26.82926007                  27        0.1707399308                 6.7                 280
         30.81582166                  31        0.1841783439                 6.7                 280
         2.945472432                   3       0.05452756779                 6.8                 280
           6.9173536                   7       0.08264640023                 6.8                 280
         10.89548807                  11        0.1045119346                 6.8                 280
         14.87645858                  15        0.1235414191                 6.8                 280
         18.85898136                  19        0.1410186431                 6.8                 280
         22.84241608                  23        0.1575839162                 6.8                 280
          26.8264404                  27        0.1735595992                 6.8                 280
         30.81164386                  31        0.1883561447                 6.8                 280
         2.944674769                   3       0.05532523131                 6.9                 280
         6.916131885                   7       0.08386811542                 6.9                 280
         10.89392538                  11        0.1060746221                 6.9                 280
         14.87458786                  15        0.1254121422                 6.9                 280
         18.85681663                  19        0.1431833745                 6.9                 280
         22.83996065                  23        0.1600393501                 6.9                 280
          26.8236612                  27        0.1763387952                 6.9                 280
         30.80805404                  31        0.1919459636                 6.9                 280
         2.943877229                   3       0.05612277148                   7                 280
         6.914909991                   7       0.08509000882                   7                 280
         10.89236195                  11        0.1076380459                   7                 280
         14.87271559                  15        0.1272844129                   7                 280
          18.8546493                  19        0.1453506985                   7                 280
         22.83750213                  23        0.1624978743                   7                 280
         26.82089681                  27        0.1791031915                   7                 280
           30.804753                  31        0.1952470035                   7                 280
         2.943079812                   3       0.05692018826                 7.1                 280
          6.91368792                   7       0.08631208029                 7.1                 280
         10.89079779                  11        0.1092022054                 7.1                 280
         14.87084177                  15        0.1291582307                 7.1                 280
         18.85247937                  19        0.1475206276                 7.1                 280
            22.83504                  23        0.1649600038                 7.1                 280
         26.81813557                  27        0.1818644346                 7.1                 280
          30.8015858                  31        0.1984142034                 7.1                 280
         2.942282518                   3       0.05771748158                 7.2                 280
          6.91246567                   7       0.08753432952                 7.2                 280
          10.8892329                  11        0.1107671004                 7.2                 280
          14.8689664                  15        0.1310335952                 7.2                 280
         18.85030683                  19        0.1496931657                 7.2                 280
         22.83257406                  23        0.1674259415                 7.2                 280
         26.81537239                  27        0.1846276132                 7.2                 280
         30.79847592                  31        0.2015240806                 7.2                 280
         2.941485349                   3       0.05851465139                 7.3                 280
         6.911243244                   7       0.08875675633                 7.3                 280
         10.88766727                  11        0.1123327304                 7.3                 280
         14.86708949                  15        0.1329105056                 7.3                 280
         18.84813169                  19        0.1518683138                 7.3                 280
         22.83010424                  23        0.1698957644                 7.3                 280
         26.81260513                  27        0.1873948721                 7.3                 280
         30.79538721                  31        0.2046127905                 7.3                 280
         2.940688302                   3       0.05931169765                 7.4                 280
         6.910020639                   7       0.08997936051                 7.4                 280
         10.88610091                  11        0.1138990949                 7.4                 280
         14.86521104                  15        0.1347889614                 7.4                 280
         18.84595393                  19        0.1540460716                 7.4                 280
          22.8276305                  23        0.1723695004                 7.4                 280
         26.80983292                  27        0.1901670838                 7.4                 280
         30.79230328                  31        0.2076967218                 7.4                 280
          2.93989138                   3        0.0601086203                 7.5                 280
         6.908797858                   7       0.09120214182                 7.5                 280
         10.88453381                  11        0.1154661937                 7.5                 280
         14.86333104                  15        0.1366689618                 7.5                 280
         18.84377356                  19        0.1562264384                 7.5                 280
         22.82515284                  23        0.1748471589                 7.5                 280
         26.80705541                  27        0.1929445914                 7.5                 280
         30.78921698                  31        0.2107830166                 7.5                 280
         2.939094581                   3       0.06090541928                 7.6                 280
           6.9075749                   7       0.09242510007                 7.6                 280
         10.88296597                  11        0.1170340262                 7.6                 280
         14.86144949                  15        0.1385505063                 7.6                 280
         18.84159059                  19        0.1584094135                 7.6                 280
         22.82267126                  23        0.1773287425                 7.6                 280
         26.80427248                  27        0.1957275249                 7.6                 280
         30.78612533                  31         0.213874672                 7.6                 280
         2.938297905                   3       0.06170209455                 7.7                 280
         6.906351765                   7       0.09364823501                 7.7                 280
         10.88139741                  11         0.118602592                 7.7                 280
         14.85956641                  15        0.1404335943                 7.7                 280
           18.839405                  19        0.1605949959                 7.7                 280
         22.82018575                  23        0.1798142514                 7.7                 280
         26.80148407                  27        0.1985159314                 7.7                 280
          30.7830271                  31        0.2169729009                 7.7                 280
         2.937501354                   3       0.06249864604                 7.8                 280
         6.905128454                   7       0.09487154646                 7.8                 280
         10.87982811                  11        0.1201718907                 7.8                 280
         14.85768177                  15         0.142318225                 7.8                 280
         18.83721682                  19        0.1627831849                 7.8                 280
         22.81769632                  23        0.1823036849                 7.8                 280
         26.79869017                  27        0.2013098272                 7.8                 280
         30.77992182                  31        0.2200781769                 7.8                 280
         2.936704926                   3       0.06329507372                 7.9                 280
         6.903904966                   7       0.09609503416                 7.9                 280
         10.87825808                  11         0.121741922                 7.9                 280
          14.8557956                  15        0.1442043979                 7.9                 280
         18.83502602                  19        0.1649739797                 7.9                 280
         22.81520296                  23        0.1847970422                 7.9                 280
         26.79589078                  27        0.2041092172                 7.9                 280
         30.77680932                  31        0.2231906781                 7.9                 280
         2.935908622                   3       0.06409137752                   8                 280
         6.902681302                   7       0.09731869795                   8                 280
         10.87668731                  11        0.1233126852                   8                 280
         14.85390789                  15        0.1460921124                   8                 280
         18.83283262                  19        0.1671673793                   8                 280
         22.81270568                  23        0.1872943223                   8                 280
          26.7930859                  27         0.206914102                   8                 280
         30.77368953                  31         0.226310469                   8                 280
         2.935112443                   3       0.06488755739                 8.1                 280
         6.901457462                   7       0.09854253757                 8.1                 280
         10.87511582                  11        0.1248841802                 8.1                 280
         14.85201863                  15        0.1479813678                 8.1                 280
         18.83063662                  19         0.169363383                 8.1                 280
         22.81020448                  23        0.1897955241                 8.1                 280
         26.79027552                  27        0.2097244813                 8.1                 280
         30.77056243                  31        0.2294375716                 8.1                 280
         2.934316387                   3       0.06568361329                 8.2                 280
         6.900233447                   7       0.09976655281                 8.2                 280
         10.87354359                  11        0.1264564065                 8.2                 280
         14.85012784                  15        0.1498721634                 8.2                 280
         18.82843801                  19        0.1715619898                 8.2                 280
         22.80769935                  23        0.1923006466                 8.2                 280
         26.78745965                  27         0.212540354                 8.2                 280
         30.76742801                  31        0.2325719926                 8.2                 280
         2.933520455                   3       0.06647954515                 8.3                 280
         6.899009257                   7        0.1009907435                 8.3                 280
         10.87197064                  11        0.1280293635                 8.3                 280
          14.8482355                  15        0.1517644988                 8.3                 280
          18.8262368                  19        0.1737631991                 8.3                 280
         22.80519031                  23        0.1948096889                 8.3                 280
         26.78463828                  27        0.2153617191                 8.3                 280
         30.76428627                  31        0.2357137335                 8.3                 280
         2.932724647                   3       0.06727535294                 8.4                 280
         6.897784891                   7        0.1022151093                 8.4                 280
         10.87039695                  11         0.129603051                 8.4                 280
         14.84634163                  15        0.1536583731                 8.4                 280
         18.82403299                  19        0.1759670099                 8.4                 280
         22.80267735                  23        0.1973226498                 8.4                 280
         26.78181142                  27        0.2181885754                 8.4                 280
         30.76113721                  31        0.2388627937                 8.4                 280
         2.931928963                   3       0.06807103658                 8.5                 280
          6.89656035                   7        0.1034396501                 8.5                 280
         10.86882253                  11        0.1311774685                 8.5                 280
         14.84444621                  15        0.1555537859                 8.5                 280
         18.82182658                  19        0.1781734214                 8.5                 280
         22.80016047                  23        0.1998395285                 8.5                 280
         26.77897908                  27        0.2210209217                 8.5                 280
         30.75798083                  31        0.2420191723                 8.5                 280
         2.931133404                   3       0.06886659603                 8.6                 280
         6.895335634                   7        0.1046643657                 8.6                 280
         10.86724738                  11        0.1327526156                 8.6                 280
         14.84254926                  15        0.1574507364                 8.6                 280
         18.81961757                  19        0.1803824328                 8.6                 280
         22.79763968                  23        0.2023603238                 8.6                 280
         26.77614124                  27        0.2238587569                 8.6                 280
         30.75481713                  31        0.2451828682                 8.6                 280
         2.930337969                   3       0.06966203125                 8.7                 280
         6.894110744                   7        0.1058892559                 8.7                 280
         10.86567151                  11        0.1343284919                 8.7                 280
         14.84065078                  15        0.1593492242                 8.7                 280
         18.81740596                  19        0.1825940433                 8.7                 280
         22.79511497                  23        0.2048850348                 8.7                 280
         26.77329792                  27        0.2267020799                 8.7                 280
         30.75164612                  31        0.2483538802                 8.7                 280
         2.929542658                   3       0.07045734218                 8.8                 280
          6.89288568                   7        0.1071143203                 8.8                 280
          10.8640949                  11         0.135905097                 8.8                 280
         14.83875075                  15        0.1612492485                 8.8                 280
         18.81519175                  19         0.184808252                 8.8                 280
         22.79258634                  23        0.2074136604                 8.8                 280
         26.77044911                  27        0.2295508895                 8.8                 280
         30.74846779                  31         0.251532207                 8.8                 280
         2.928747471                   3       0.07125252876                 8.9                 280
         6.891660441                   7        0.1083395589                 8.9                 280
         10.86251757                  11        0.1374824304                 8.9                 280
         14.83684919                  15        0.1631508087                 8.9                 280
         18.81297494                  19        0.1870250582                 8.9                 280
          22.7900538                  23        0.2099461998                 8.9                 280
         26.76759482                  27        0.2324051847                 8.9                 280
         30.74528215                  31        0.2547178474                 8.9                 280
         2.927952409                   3       0.07204759095                   9                 280
         6.890435029                   7        0.1095649714                   9                 280
         10.86093951                  11        0.1390604918                   9                 280
          14.8349461                  15        0.1650539042                   9                 280
         18.81075554                  19        0.1892444609                   9                 280
         22.78751735                  23        0.2124826518                   9                 280
         26.76473504                  27        0.2352649642                   9                 280
          30.7420892                  31        0.2579108003                   9                 280
         2.927157471                   3       0.07284252868                 9.1                 280
         6.889209442                   7        0.1107905576                 9.1                 280
         10.85936072                  11        0.1406392808                 9.1                 280
         14.83304147                  15        0.1669585344                 9.1                 280
         18.80853354                  19        0.1914664595                 9.1                 280
         22.78497698                  23        0.2150230155                 9.1                 280
         26.76186977                  27         0.238130227                 9.1                 280
         30.73888894                  31        0.2611110645                 9.1                 280
         2.926362658                   3       0.07363734191                 9.2                 280
         6.887983683                   7        0.1120163173                 9.2                 280
          10.8577812                  11        0.1422187969                 9.2                 280
          14.8311353                  15        0.1688646988                 9.2                 280
         18.80630895                  19        0.1936910531                 9.2                 280
         22.78243271                  23          0.21756729                 9.2                 280
         26.75899903                  27        0.2410009719                 9.2                 280
         30.73568136                  31        0.2643186388                 9.2                 280
         2.925567969                   3       0.07443203058                 9.3                 280
          6.88675775                   7        0.1132422502                 9.3                 280
         10.85620096                  11        0.1437990397                 9.3                 280
          14.8292276                  15        0.1707723966                 9.3                 280
         18.80408176                  19        0.1959182408                 9.3                 280
         22.77988453                  23        0.2201154743                 9.3                 280
          26.7561228                  27        0.2438771979                 9.3                 280
         30.73246648                  31        0.2675335221                 9.3                 280
         2.924773405                   3       0.07522659468                 9.4                 280
         6.885531644                   7        0.1144683562                 9.4                 280
         10.85461999                  11        0.1453800088                 9.4                 280
         14.82731837                  15        0.1726816272                 9.4                 280
         18.80185198                  19         0.198148022                 9.4                 280
         22.77733243                  23        0.2226675673                 9.4                 280
          26.7532411                  27        0.2467589039                 9.4                 280
         30.72924429                  31        0.2707557131                 9.4                 280
         2.923978966                   3        0.0760210341                 9.5                 280
         6.884305365                   7        0.1156946349                 9.5                 280
          10.8530383                  11        0.1469617039                 9.5                 280
         14.82540761                  15        0.1745923901                 9.5                 280
          18.7996196                  19        0.2003803957                 9.5                 280
         22.77477643                  23        0.2252235682                 9.5                 280
         26.75035391                  27        0.2496460887                 9.5                 280
         30.72601479                  31        0.2739852107                 9.5                 280
         2.923184651                   3       0.07681534879                 9.6                 280
         6.883078914                   7        0.1169210864                 9.6                 280
         10.85145588                  11        0.1485441244                 9.6                 280
         14.82349532                  15        0.1765046847                 9.6                 280
         18.79738464                  19        0.2026153612                 9.6                 280
         22.77221652                  23        0.2277834759                 9.6                 280
         26.74746125                  27        0.2525387514                 9.6                 280
         30.72277799                  31        0.2772220139                 9.6                 280
         2.922390461                   3       0.07760953876                 9.7                 280
          6.88185229                   7        0.1181477102                 9.7                 280
         10.84987273                  11        0.1501272701                 9.7                 280
         14.82158149                  15        0.1784185103                 9.7                 280
         18.79514708                  19        0.2048529176                 9.7                 280
         22.76965271                  23        0.2303472895                 9.7                 280
         26.74456311                  27        0.2554368909                 9.7                 280
         30.71953388                  31        0.2804661215                 9.7                 280
         2.921596396                   3        0.0784036039                 9.8                 280
         6.880625494                   7        0.1193745062                 9.8                 280
         10.84828886                  11        0.1517111404                 9.8                 280
         14.81966613                  15        0.1803338663                 9.8                 280
         18.79290694                  19        0.2070930643                 9.8                 280
         22.76708499                  23        0.2329150081                 9.8                 280
         26.74165949                  27        0.2583405059                 9.8                 280
         30.71628247                  31        0.2837175324                 9.8                 280
         2.920802456                   3       0.07919754418                 9.9                 280
         6.879398526                   7        0.1206014742                 9.9                 280
         10.84670426                  11         0.153295735                 9.9                 280
         14.81774925                  15        0.1822507521                 9.9                 280
          18.7906642                  19        0.2093358004                 9.9                 280
         22.76451337                  23        0.2354866306                 9.9                 280
          26.7387504                  27        0.2612495957                 9.9                 280
         30.71302375                  31        0.2869762455                 9.9                 280
          2.92000864                   3       0.07999135954                  10                 280
         6.878171386                   7        0.1218286139                  10                 280
         10.84511895                  11        0.1548810536                  10                 280
         14.81583083                  15        0.1841691672                  10                 280
         18.78841887                  19         0.211581125                  10                 280
         22.76193784                  23        0.2380621562                  10                 280
         26.73583584                  27         0.264164159                  10                 280
         30.70975774                  31        0.2902422597                  10                 280
         2.961230796                   3       0.03876920386                   5                 290
         6.941416392                   7       0.05858360827                   5                 290
         10.92634297                  11       0.07365702981                   5                 290
         14.91851629                  15       0.08148370678                   5                 290
         18.97033773                  19       0.02966227263                   5                 290
          23.2983744                  23        0.2983744028                   5                 290
         28.22829571                  27         1.228295712                   5                 290
         33.94378528                  31         2.943785276                   5                 290
         2.960458293                   3       0.03954170655                 5.1                 290
         6.940238938                   7       0.05976106238                 5.1                 290
         10.92475054                  11       0.07524945688                 5.1                 290
         14.91413692                  15       0.08586308075                 5.1                 290
         18.94073486                  19       0.05926514317                 5.1                 290
         23.16932766                  23        0.1693276594                 5.1                 290
         27.90947796                  27        0.9094779617                 5.1                 290
         33.38164075                  31         2.381640746                 5.1                 290
         2.959685907                   3       0.04031409266                 5.2                 290
         6.939062059                   7       0.06093794107                 5.2                 290
         10.92320847                  11       0.07679152703                 5.2                 290
         14.91094604                  15        0.0890539578                 5.2                 290
         18.92121615                  19       0.07878384582                 5.2                 290
         23.07320651                  23        0.0732065134                 5.2                 290
         27.64590593                  27        0.6459059272                 5.2                 290
          32.8898203                  31         1.889820299                 5.2                 290
         2.958913636                   3       0.04108636372                 5.3                 290
         6.937885336                   7       0.06211466351                 5.3                 290
         10.92169072                  11       0.07830928339                 5.3                 290
         14.90842571                  15       0.09157429229                 5.3                 290
         18.90853391                  19       0.09146608794                 5.3                 290
         23.00395621                  23      0.003956209077                 5.3                 290
         27.43282922                  27        0.4328292205                 5.3                 290
         32.46441198                  31         1.464411981                 5.3                 290
          2.95814148                   3       0.04185852027                 5.4                 290
         6.936708583                   7       0.06329141657                 5.4                 290
         10.92018415                  11       0.07981584508                 5.4                 290
         14.90626906                  15       0.09373094231                 5.4                 290
         18.90026903                  19       0.09973096711                 5.4                 290
         22.95573345                  23       0.04426654641                 5.4                 290
         27.26502845                  27        0.2650284515                 5.4                 290
         32.10159233                  31         1.101592326                 5.4                 290
         2.957369437                   3       0.04263056252                 5.5                 290
         6.935531719                   7       0.06446828131                 5.5                 290
         10.91868239                  11       0.08131761098                 5.5                 290
         14.90430219                  15       0.09569781442                 5.5                 290
         18.89472643                  19        0.1052735681                 5.5                 290
         22.92321931                  23       0.07678068846                 5.5                 290
          27.1367793                  27        0.1367793012                 5.5                 290
         31.79743652                  31        0.7974365241                 5.5                 290
         2.956597509                   3       0.04340249051                 5.6                 290
         6.934354708                   7       0.06564529192                 5.6                 290
         10.91718239                  11        0.0828176064                 5.6                 290
         14.90243055                  15       0.09756945171                 5.6                 290
         18.89078609                  19        0.1092139102                 5.6                 290
         22.90187382                  23       0.09812618439                 5.6                 290
         27.04195499                  27       0.04195498636                 5.6                 290
